date,open,high,low,close,volume
2023-05-11,211.11,213.73,209.44,211.49,9230775
2023-05-11,207.54,208.74,202.59,205.67,10122606
2023-05-11,207.53,208.47,204.77,207.43,13446371
2023-05-11,211.05,211.07,207.38,209.90,13777455
2023-05-11,209.62,211.51,208.43,210.03,6907588
2023-05-11,204.83,205.94,204.51,205.71,12753270
2023-05-11,205.56,206.88,203.41,206.30,12996856
2023-05-11,208.48,213.50,208.45,210.54,15295374
2023-05-11,214.55,215.69,212.32,214.94,7037294
2023-05-11,214.01,215.90,213.30,214.62,14444124
2023-05-11,219.28,221.31,216.45,219.18,7910688
2023-05-11,214.10,216.35,212.12,214.58,7402472
2023-05-11,210.81,214.00,208.92,211.07,11439108
2023-05-11,211.12,212.76,208.36,210.72,12415795
2023-05-11,210.14,214.09,209.84,211.80,12823791
2023-05-11,218.29,222.66,217.26,219.56,9787471
2023-05-11,219.77,224.06,218.70,220.85,5532873
2023-05-11,221.14,221.42,218.53,220.55,6915546
2023-05-11,214.69,219.62,214.69,216.65,8670130
2023-05-11,212.70,215.20,210.90,212.19,11516462
