ts_open,ts_close,product_id,setup,side,entry,stop,target,exit_price,exit_reason,r_multiple,pnl_usd
1753707600,1753898400,BTC-USD,sim,short,117894.23105599999,119370.67735738677,117003.18396391982,117382.995544,target,0.3462608233836866,0.0
1753898400,1753916400,BTC-USD,sim,short,115618.364456,117751.39072075453,114624.6139188682,118163.44411999999,stop,-1.1931778366043126,-0.0
1753898400,1753920000,ETH-USD,sim,short,3691.7194719999998,3820.539498105271,3614.590752842093,3871.5152240000007,stop,-1.395712743087574,-0.0
1753988400,1754035200,BTC-USD,sim,short,116149.42878399999,117907.83510825511,115032.67233761735,115151.003136,target,0.5678014428337167,0.0
1753988400,1754035200,ETH-USD,sim,short,3709.650912,3805.34174659358,3632.88738010963,3644.8217759999998,target,0.6774853231800512,0.0
1754035200,1754085600,ETH-USD,sim,short,3572.118224,3689.08902626025,3487.5414606096247,3521.739776,target,0.43069250639071494,0.0
1754085600,1754272800,ETH-USD,sim,short,3402.7002239999997,3564.1518560161903,3309.3222159757142,3597.732192,stop,-1.2079900683843328,-0.0
1754402400,1754492400,ETH-USD,sim,short,3530.2330079999997,3656.0175404743713,3459.698689288442,3693.0619599999995,stop,-1.2945069540499816,-0.0
1754071200,1754499600,BTC-USD,sim,short,113257.315744,115518.07077514661,111173.69383728011,115895.83580799997,stop,-1.1670968449251973,-0.0
1754665200,1754730000,BTC-USD,sim,short,115740.60464800002,117213.36840790372,114712.29738814442,117836.41530400001,stop,-1.4230460533174922,-0.0
1754910000,1754917200,ETH-USD,sim,short,4146.617288000001,4266.758259340917,4061.4626109886253,4347.787968000001,stop,-1.6744552483195025,-0.0
1755172800,1755482400,BTC-USD,sim,short,117081.472408,120708.86823039265,116241.67265441104,116135.12763199999,target,0.26088820253859135,0.0
1755172800,1755482400,ETH-USD,sim,short,4453.008911999999,4698.055576082044,4378.191635876933,4374.558591999999,target,0.3201444112446014,0.0
1755482400,1755536400,BTC-USD,sim,short,114908.952368,116437.67901090423,114148.58148364363,117006.6874,stop,-1.3722106837981012,-0.0
1755482400,1755619200,ETH-USD,sim,short,4271.921407999999,4418.772315982663,4179.941526026006,4179.8629599999995,target,0.6268837507689615,0.0
1755619200,1755702000,ETH-USD,sim,short,4102.53704,4252.748445155841,3973.877332266238,4310.389368,stop,-1.3837319994733936,-0.0
1755612000,1755871200,BTC-USD,sim,short,112966.830968,115160.56827363903,111974.87258954144,117738.554504,stop,-2.1751572185667887,-0.0
1755777600,1755871200,ETH-USD,sim,short,4220.500984,4341.735747809389,4109.3213782859175,4799.137176,stop,-4.772857007497947,-0.0
1755946800,1756062000,BTC-USD,sim,short,114932.35504,116278.19753862354,113707.57869206468,114737.89048000002,target,0.1444928066983068,0.0
1756062000,1756148400,BTC-USD,sim,short,110438.30952000001,113845.25530443736,110702.36704334395,111681.209736,target,-0.36481361742750934,-0.0
1756080000,1756148400,ETH-USD,sim,short,4631.8600240000005,4824.2171629347185,4513.599255597923,4505.370936,target,0.6575741805087255,0.0
1756148400,1756216800,ETH-USD,sim,short,4334.469064,4550.965406381533,4223.3518904277,4611.618096,stop,-1.2801557243474262,-0.0
1756152000,1756238400,BTC-USD,sim,short,108641.32709600001,111304.85176288006,106973.67235567993,111683.296544,stop,-1.142084203621523,-0.0
1747072800,1747137600,ETH-USD,sim,short,2392.5494695168004,2524.511732851528,2301.6574007227077,2553.2442032309627,stop,-1.2177324763410102,-10790.042225338664
1747058400,1747155600,BTC-USD,sim,short,101746.39807860955,104259.75399701599,100613.84400447602,104730.296705988,stop,-1.1872169021211927,-1534.5441708057401
1747285200,1747324800,BTC-USD,sim,short,101991.48021580781,103372.06109785382,100914.43335321927,104391.0439164171,stop,-1.7380826663724016,-326.52551743972316
1747292400,1747378800,ETH-USD,sim,short,2497.492536101064,2601.845787790029,2425.431318314957,2622.7914756533087,stop,-1.2007190722308319,-2704.0966815378274
1747443600,1747551600,BTC-USD,sim,short,102393.82108000001,103890.2229288013,101317.54060679802,104305.645808,stop,-1.2776145188082164,-0.0
1747432800,1747594800,ETH-USD,sim,short,2524.657528,2608.0465750021085,2455.0301374968376,2445.4523759999997,target,0.9498268039686064,0.0
1747594800,1747609200,ETH-USD,sim,short,2372.987624,2475.91520805348,2309.1771879197795,2537.7335919999996,stop,-1.6006007477490134,-0.0
1747627200,1747666800,BTC-USD,sim,short,102439.246672,104668.06688237205,100555.17467644194,105253.713128,stop,-1.262760649289964,-0.0
1747746000,1747760400,BTC-USD,sim,short,104041.58270399999,105775.8660467617,102530.87592985743,106908.22465599999,stop,-1.652925955821668,-0.0
1747764000,1747782000,ETH-USD,sim,short,2421.232016,2519.916453853233,2354.45031922015,2540.6750400000005,stop,-1.2103531883886314,-0.0
1747846800,1747872000,ETH-USD,sim,short,2399.5310000000004,2560.3217871944385,2343.8923192083425,2611.2147119999995,stop,-1.3165164229466593,-0.0
1747998000,1748343600,ETH-USD,sim,short,2503.831872,2644.370714547515,2449.468928178727,2668.907456,stop,-1.174590462022549,-0.0
1747998000,1748458800,BTC-USD,sim,short,107903.91096,110526.53831082484,106972.81753376275,107497.50995200001,target,0.15495949429192415,0.0
1748458800,1748476800,BTC-USD,sim,short,106414.870048,108110.62415309293,105224.53877036062,108837.045576,stop,-1.4283766264963693,-0.0
1748563200,1748581200,ETH-USD,sim,short,2528.226024,2641.7890299965993,2471.6164550051008,2656.2706639999997,stop,-1.127520699864479,-0.0
1748538000,1748620800,BTC-USD,sim,short,105822.9832,107605.59085938313,104347.2387109253,104943.06159200001,target,0.4936148475343637,0.0
1748620800,1748811600,BTC-USD,sim,short,102860.91840800001,105413.17782826288,101635.20825760569,105933.82302399998,stop,-1.2039938384020068,-0.0
1748862000,1748901600,BTC-USD,sim,short,103715.486488,105012.05314306925,102696.02028539614,106264.14099999999,stop,-1.9656949390418033,-0.0
1748620800,1748905200,ETH-USD,sim,short,2503.552016,2608.373304608582,2440.5150430871267,2627.832432,stop,-1.185640986193951,-0.0
1749034800,1749139200,BTC-USD,sim,short,104695.769896,106039.79017564552,103800.01473653172,104053.61400000002,target,0.4777873561322637,0.0
1749139200,1749153600,BTC-USD,sim,short,102506.386,104511.5343031897,101432.69854521545,101496.522136,target,0.5036354978799069,0.0
1749139200,1749153600,ETH-USD,sim,short,2537.802432,2611.791162212252,2480.963256681622,2471.819232,target,0.8918006811404068,0.0
1749153600,1749175200,BTC-USD,sim,short,99496.317864,102027.47035935306,98199.84446097042,102662.108496,stop,-1.2507308974121767,-0.0
1749153600,1749204000,ETH-USD,sim,short,2326.260768,2473.683520661024,2287.074719008464,2494.3112560000004,stop,-1.139922331978204,-0.0
1749373200,1749391200,BTC-USD,sim,short,104944.80783200002,105781.9521399465,104318.22179008026,106138.315592,stop,-1.4256893927017904,-0.0
1749445200,1749463200,ETH-USD,sim,short,2473.5593599999997,2511.9355520022177,2437.221671996674,2554.478936,stop,-2.108587949406847,-0.0
1749661200,1749722400,BTC-USD,sim,short,108509.89,110035.70459728998,107446.44310406502,107613.27103199999,target,0.5876329729657239,0.0
1749726000,1749747600,BTC-USD,sim,short,106605.71887999999,107901.74701850454,105479.00447224318,108794.44780799998,stop,-1.6887973825363887,-0.0
1749711600,1749758400,ETH-USD,sim,short,2718.822096,2803.563864787342,2647.4792028189872,2687.6878400000005,target,0.36740153581323265,0.0
1749758400,1749772800,BTC-USD,sim,short,105344.2274,107449.73607410984,103896.02088883525,105177.83739999999,target,0.07902603396794848,0.0
1749758400,1749776400,ETH-USD,sim,short,2594.4121600000003,2716.097136403823,2528.4792953942665,2539.7903359999996,target,0.4488789463929658,0.0
1749772800,1749826800,BTC-USD,sim,short,102540.66260000001,105465.7485187484,101449.5022218774,106046.86288,stop,-1.1986657409024946,-0.0
1749916800,1749934800,BTC-USD,sim,short,104139.40927999999,105325.71749208638,103263.6737618704,105778.92114399999,stop,-1.3820285886047758,-0.0
1749916800,1749960000,ETH-USD,sim,short,2479.4560319999996,2541.97679241778,2433.8098113733304,2555.0458080000003,stop,-1.2090348149141135,-0.0
1750017600,1750024800,ETH-USD,sim,short,2479.2568079999996,2542.334661397389,2446.473007903916,2565.26124,stop,-1.363464787841998,-0.0
1750017600,1750028400,BTC-USD,sim,short,104319.914712,105562.17352239469,103563.88971640798,105889.33939999998,stop,-1.2633637007584164,-0.0
1750154400,1750176000,BTC-USD,sim,short,105626.58372799998,107140.48961792924,104215.11557310614,104228.899664,target,0.9232304816948019,0.0
1750176000,1750215600,BTC-USD,sim,short,103057.76033599999,104925.38103633055,101720.25344550416,105500.12611999999,stop,-1.307741868339597,-0.0
1750172400,1750456800,ETH-USD,sim,short,2467.5806399999997,2557.0728390666077,2412.3907414000882,2411.7733439999997,target,0.6235995604316665,0.0
1750428000,1750539600,BTC-USD,sim,short,102865.882264,105056.175445377,102236.78683193449,102425.368256,target,0.20112102422884554,0.0
1750539600,1750550400,BTC-USD,sim,short,100532.77174400001,102533.25981332803,99897.78528000797,103764.28696000001,stop,-1.615363403334618,-0.0
1750539600,1750604400,ETH-USD,sim,short,2196.898584,2345.3621615975476,2189.5067576036786,2196.660352,target,0.0016046494625499856,0.0
1750597200,1750683600,BTC-USD,sim,short,99538.673336,102272.84674668465,98799.05487997305,103323.243904,stop,-1.3841735689516244,-0.0
1751292000,1751295600,BTC-USD,sim,short,106305.526232,107579.58431398311,105720.52352902536,108242.410856,stop,-1.520248292750658,-0.0
1751360400,1751396400,BTC-USD,sim,short,106334.789672,107347.5515896262,105417.19761556073,105719.80819200001,target,0.6072320347919861,0.0
1751396400,1751428800,BTC-USD,sim,short,105088.17180800001,106377.94045416158,103943.06431875764,106623.14231999998,stop,-1.19011306141465,-0.0
1751371200,1751468400,ETH-USD,sim,short,2427.1790159999996,2473.965229650164,2385.877155524754,2519.0601200000006,stop,-1.9638499641587912,-0.0
1751608800,1751644800,ETH-USD,sim,short,2546.387416,2599.075105377868,2500.087341933198,2505.405848,target,0.7778205589181676,0.0
1751644800,1751806800,ETH-USD,sim,short,2471.714152,2530.9473534576023,2424.9789698135964,2586.6617439999995,stop,-1.9405939434537625,-0.0
1751904000,1751968800,ETH-USD,sim,short,2506.5656559999998,2565.509988034043,2462.185017948935,2576.968264,stop,-1.1943914804113696,-0.0
1751612400,1752087600,BTC-USD,sim,short,108442.75,109604.82104588328,107467.76843117509,113196.19360000001,stop,-4.09049310439275,-0.0
1752332400,1752408000,ETH-USD,sim,short,2901.1613679999996,2969.4611283319728,2838.4083075020408,3006.9700719999996,stop,-1.5491811901786103,-0.0
1752541200,1752584400,ETH-USD,sim,short,2956.117904,3035.205436062455,2891.2418459063174,3087.9963919999996,stop,-1.6675003576525265,-0.0
1752541200,1752588000,BTC-USD,sim,short,117809.50996000001,120029.47415812827,116221.53876280758,117453.001384,target,0.1605920385115191,0.0
1752588000,1752624000,BTC-USD,sim,short,114500.45861599997,117935.15756176907,113039.0886573464,118616.72300000001,stop,-1.1984352774412748,-0.0
1752847200,1753225200,BTC-USD,sim,short,117088.496424,119916.80671886618,115604.71492170074,120331.61113599999,stop,-1.1466615660547377,-0.0
1753275600,1753311600,BTC-USD,sim,short,116868.739,118697.3160291332,115504.0259563002,119091.49335199999,stop,-1.2155650632085429,-0.0
1753156800,1753516800,ETH-USD,sim,short,3611.9894719999998,3757.3941496517905,3506.1837755223137,3784.9159120000004,stop,-1.189277008089918,-0.0
1753408800,1753524000,BTC-USD,sim,short,115800.212448,117691.0905423838,114486.9641864243,118462.34363999999,stop,-1.4078809204606781,-0.0
1753711200,1753772400,ETH-USD,sim,short,3741.8266719999997,3856.3858512093734,3678.9462231859397,3905.9067360000004,stop,-1.4322733903332203,-0.0
1753707600,1753898400,BTC-USD,sim,short,117894.23105599999,119370.67735738677,117003.18396391982,117382.995544,target,0.3462608233836866,0.0
1753898400,1753916400,BTC-USD,sim,short,115618.364456,117751.39072075453,114624.6139188682,118163.44411999999,stop,-1.1931778366043126,-0.0
1753898400,1753920000,ETH-USD,sim,short,3691.7194719999998,3820.539498105271,3614.590752842093,3871.5152240000007,stop,-1.395712743087574,-0.0
1753988400,1754035200,BTC-USD,sim,short,116149.42878399999,117907.83510825511,115032.67233761735,115151.003136,target,0.5678014428337167,0.0
1753988400,1754035200,ETH-USD,sim,short,3709.650912,3805.34174659358,3632.88738010963,3644.8217759999998,target,0.6774853231800512,0.0
1754035200,1754085600,ETH-USD,sim,short,3572.118224,3689.08902626025,3487.5414606096247,3521.739776,target,0.43069250639071494,0.0
1754085600,1754272800,ETH-USD,sim,short,3402.7002239999997,3564.1518560161903,3309.3222159757142,3597.732192,stop,-1.2079900683843328,-0.0
1754402400,1754492400,ETH-USD,sim,short,3530.2330079999997,3656.0175404743713,3459.698689288442,3693.0619599999995,stop,-1.2945069540499816,-0.0
1754071200,1754499600,BTC-USD,sim,short,113257.315744,115518.07077514661,111173.69383728011,115895.83580799997,stop,-1.1670968449251973,-0.0
1754665200,1754730000,BTC-USD,sim,short,115740.60464800002,117213.36840790372,114712.29738814442,117836.41530400001,stop,-1.4230460533174922,-0.0
1754910000,1754917200,ETH-USD,sim,short,4146.617288000001,4266.758259340917,4061.4626109886253,4347.787968000001,stop,-1.6744552483195025,-0.0
1755172800,1755482400,BTC-USD,sim,short,117081.472408,120708.86823039265,116241.67265441104,116135.12763199999,target,0.26088820253859135,0.0
1755172800,1755482400,ETH-USD,sim,short,4453.008911999999,4698.055576082044,4378.191635876933,4374.558591999999,target,0.3201444112446014,0.0
1755482400,1755536400,BTC-USD,sim,short,114908.952368,116437.67901090423,114148.58148364363,117006.6874,stop,-1.3722106837981012,-0.0
1755482400,1755619200,ETH-USD,sim,short,4271.921407999999,4418.772315982663,4179.941526026006,4179.8629599999995,target,0.6268837507689615,0.0
1755619200,1755702000,ETH-USD,sim,short,4102.53704,4252.748445155841,3973.877332266238,4310.389368,stop,-1.3837319994733936,-0.0
1755612000,1755871200,BTC-USD,sim,short,112966.830968,115160.56827363903,111974.87258954144,117738.554504,stop,-2.1751572185667887,-0.0
1755777600,1755871200,ETH-USD,sim,short,4220.500984,4341.735747809389,4109.3213782859175,4799.137176,stop,-4.772857007497947,-0.0
1755946800,1756062000,BTC-USD,sim,short,114932.35504,116278.19753862354,113707.57869206468,114737.89048000002,target,0.1444928066983068,0.0
1756062000,1756148400,BTC-USD,sim,short,110438.30952000001,113845.25530443736,110702.36704334395,111681.209736,target,-0.36481361742750934,-0.0
1756080000,1756148400,ETH-USD,sim,short,4631.8600240000005,4824.2171629347185,4513.599255597923,4505.370936,target,0.6575741805087255,0.0
1756148400,1756216800,ETH-USD,sim,short,4334.469064,4550.965406381533,4223.3518904277,4611.618096,stop,-1.2801557243474262,-0.0
1756152000,1756238400,BTC-USD,sim,short,108641.32709600001,111304.85176288006,106973.67235567993,111683.296544,stop,-1.142084203621523,-0.0
1747072800,1747137600,ETH-USD,sim,short,2392.5494695168004,2524.511732851528,2301.6574007227077,2553.2442032309627,stop,-1.2177324763410102,-10790.042225338664
1747058400,1747155600,BTC-USD,sim,short,101746.39807860955,104259.75399701599,100613.84400447602,104730.296705988,stop,-1.1872169021211927,-1534.5441708057401
1747285200,1747324800,BTC-USD,sim,short,101991.48021580781,103372.06109785382,100914.43335321927,104391.0439164171,stop,-1.7380826663724016,-326.52551743972316
1747292400,1747378800,ETH-USD,sim,short,2497.492536101064,2601.845787790029,2425.431318314957,2622.7914756533087,stop,-1.2007190722308319,-2704.0966815378274
1747443600,1747551600,BTC-USD,sim,short,102393.82108000001,103890.2229288013,101317.54060679802,104305.645808,stop,-1.2776145188082164,-0.0
1747432800,1747594800,ETH-USD,sim,short,2524.657528,2608.0465750021085,2455.0301374968376,2445.4523759999997,target,0.9498268039686064,0.0
1747594800,1747609200,ETH-USD,sim,short,2372.987624,2475.91520805348,2309.1771879197795,2537.7335919999996,stop,-1.6006007477490134,-0.0
1747627200,1747666800,BTC-USD,sim,short,102439.246672,104668.06688237205,100555.17467644194,105253.713128,stop,-1.262760649289964,-0.0
1747746000,1747760400,BTC-USD,sim,short,104041.58270399999,105775.8660467617,102530.87592985743,106908.22465599999,stop,-1.652925955821668,-0.0
1747764000,1747782000,ETH-USD,sim,short,2421.232016,2519.916453853233,2354.45031922015,2540.6750400000005,stop,-1.2103531883886314,-0.0
1747846800,1747872000,ETH-USD,sim,short,2399.5310000000004,2560.3217871944385,2343.8923192083425,2611.2147119999995,stop,-1.3165164229466593,-0.0
1747998000,1748343600,ETH-USD,sim,short,2503.831872,2644.370714547515,2449.468928178727,2668.907456,stop,-1.174590462022549,-0.0
1747998000,1748458800,BTC-USD,sim,short,107903.91096,110526.53831082484,106972.81753376275,107497.50995200001,target,0.15495949429192415,0.0
1748458800,1748476800,BTC-USD,sim,short,106414.870048,108110.62415309293,105224.53877036062,108837.045576,stop,-1.4283766264963693,-0.0
1748563200,1748581200,ETH-USD,sim,short,2528.226024,2641.7890299965993,2471.6164550051008,2656.2706639999997,stop,-1.127520699864479,-0.0
1748538000,1748620800,BTC-USD,sim,short,105822.9832,107605.59085938313,104347.2387109253,104943.06159200001,target,0.4936148475343637,0.0
1748620800,1748811600,BTC-USD,sim,short,102860.91840800001,105413.17782826288,101635.20825760569,105933.82302399998,stop,-1.2039938384020068,-0.0
1748862000,1748901600,BTC-USD,sim,short,103715.486488,105012.05314306925,102696.02028539614,106264.14099999999,stop,-1.9656949390418033,-0.0
1748620800,1748905200,ETH-USD,sim,short,2503.552016,2608.373304608582,2440.5150430871267,2627.832432,stop,-1.185640986193951,-0.0
1749034800,1749139200,BTC-USD,sim,short,104695.769896,106039.79017564552,103800.01473653172,104053.61400000002,target,0.4777873561322637,0.0
1749139200,1749153600,BTC-USD,sim,short,102506.386,104511.5343031897,101432.69854521545,101496.522136,target,0.5036354978799069,0.0
1749139200,1749153600,ETH-USD,sim,short,2537.802432,2611.791162212252,2480.963256681622,2471.819232,target,0.8918006811404068,0.0
1749153600,1749175200,BTC-USD,sim,short,99496.317864,102027.47035935306,98199.84446097042,102662.108496,stop,-1.2507308974121767,-0.0
1749153600,1749204000,ETH-USD,sim,short,2326.260768,2473.683520661024,2287.074719008464,2494.3112560000004,stop,-1.139922331978204,-0.0
1749373200,1749391200,BTC-USD,sim,short,104944.80783200002,105781.9521399465,104318.22179008026,106138.315592,stop,-1.4256893927017904,-0.0
1749445200,1749463200,ETH-USD,sim,short,2473.5593599999997,2511.9355520022177,2437.221671996674,2554.478936,stop,-2.108587949406847,-0.0
1749661200,1749722400,BTC-USD,sim,short,108509.89,110035.70459728998,107446.44310406502,107613.27103199999,target,0.5876329729657239,0.0
1749726000,1749747600,BTC-USD,sim,short,106605.71887999999,107901.74701850454,105479.00447224318,108794.44780799998,stop,-1.6887973825363887,-0.0
1749711600,1749758400,ETH-USD,sim,short,2718.822096,2803.563864787342,2647.4792028189872,2687.6878400000005,target,0.36740153581323265,0.0
1749758400,1749772800,BTC-USD,sim,short,105344.2274,107449.73607410984,103896.02088883525,105177.83739999999,target,0.07902603396794848,0.0
