t,equity,cash
2021-07-21 14:00:00+00:00,15000.0,15000.0
2021-07-21 15:00:00+00:00,15000.0,15000.0
2021-07-21 16:00:00+00:00,15000.0,15000.0
2021-07-21 17:00:00+00:00,15000.0,15000.0
2021-07-21 18:00:00+00:00,15000.0,15000.0
2021-07-21 19:00:00+00:00,15000.0,15000.0
2021-07-21 20:00:00+00:00,15000.0,15000.0
2021-07-21 21:00:00+00:00,15000.0,15000.0
2021-07-21 22:00:00+00:00,15000.0,15000.0
2021-07-21 23:00:00+00:00,15000.0,15000.0
2021-07-22 00:00:00+00:00,15000.0,15000.0
2021-07-22 01:00:00+00:00,15000.0,15000.0
2021-07-22 02:00:00+00:00,15000.0,15000.0
2021-07-22 03:00:00+00:00,15000.0,15000.0
2021-07-22 04:00:00+00:00,15000.0,15000.0
2021-07-22 05:00:00+00:00,15000.0,15000.0
2021-07-22 06:00:00+00:00,15000.0,15000.0
2021-07-22 07:00:00+00:00,15000.0,15000.0
2021-07-22 08:00:00+00:00,15000.0,15000.0
2021-07-22 09:00:00+00:00,15000.0,15000.0
2021-07-22 10:00:00+00:00,15000.0,15000.0
2021-07-22 11:00:00+00:00,15000.0,15000.0
2021-07-22 12:00:00+00:00,15000.0,15000.0
2021-07-22 13:00:00+00:00,15000.0,15000.0
2021-07-22 14:00:00+00:00,15000.0,15000.0
2021-07-22 15:00:00+00:00,15000.0,15000.0
2021-07-22 16:00:00+00:00,15000.0,15000.0
2021-07-22 17:00:00+00:00,15000.0,15000.0
2021-07-22 18:00:00+00:00,15000.0,15000.0
2021-07-22 19:00:00+00:00,15000.0,15000.0
2021-07-22 20:00:00+00:00,15000.0,15000.0
2021-07-22 21:00:00+00:00,15000.0,15000.0
2021-07-22 22:00:00+00:00,15000.0,15000.0
2021-07-22 23:00:00+00:00,15000.0,15000.0
2021-07-23 00:00:00+00:00,15000.0,15000.0
2021-07-23 01:00:00+00:00,15000.0,15000.0
2021-07-23 02:00:00+00:00,15000.0,15000.0
2021-07-23 03:00:00+00:00,15000.0,15000.0
2021-07-23 04:00:00+00:00,15000.0,15000.0
2021-07-23 05:00:00+00:00,15000.0,15000.0
2021-07-23 06:00:00+00:00,15000.0,15000.0
2021-07-23 07:00:00+00:00,15000.0,15000.0
2021-07-23 08:00:00+00:00,15000.0,15000.0
2021-07-23 09:00:00+00:00,15000.0,15000.0
2021-07-23 10:00:00+00:00,15000.0,15000.0
2021-07-23 11:00:00+00:00,15000.0,15000.0
2021-07-23 12:00:00+00:00,15000.0,15000.0
2021-07-23 13:00:00+00:00,15000.0,15000.0
2021-07-23 14:00:00+00:00,15000.0,15000.0
2021-07-23 15:00:00+00:00,15000.0,15000.0
2021-07-23 16:00:00+00:00,15000.0,15000.0
2021-07-23 17:00:00+00:00,15000.0,15000.0
2021-07-23 18:00:00+00:00,15000.0,15000.0
2021-07-23 19:00:00+00:00,15000.0,15000.0
2021-07-23 20:00:00+00:00,15000.0,15000.0
2021-07-23 21:00:00+00:00,15000.0,15000.0
2021-07-23 22:00:00+00:00,15000.0,15000.0
2021-07-23 23:00:00+00:00,15000.0,15000.0
2021-07-24 00:00:00+00:00,15000.0,15000.0
2021-07-24 01:00:00+00:00,15000.0,15000.0
2021-07-24 02:00:00+00:00,15000.0,15000.0
2021-07-24 03:00:00+00:00,15000.0,15000.0
2021-07-24 04:00:00+00:00,15000.0,15000.0
2021-07-24 05:00:00+00:00,15000.0,15000.0
2021-07-24 06:00:00+00:00,15000.0,15000.0
2021-07-24 07:00:00+00:00,15000.0,15000.0
2021-07-24 08:00:00+00:00,15000.0,15000.0
2021-07-24 09:00:00+00:00,15000.0,15000.0
2021-07-24 10:00:00+00:00,15000.0,15000.0
2021-07-24 11:00:00+00:00,15000.0,15000.0
2021-07-24 12:00:00+00:00,15000.0,15000.0
2021-07-24 13:00:00+00:00,15000.0,15000.0
2021-07-24 14:00:00+00:00,15000.0,15000.0
2021-07-24 15:00:00+00:00,15000.0,15000.0
2021-07-24 16:00:00+00:00,15000.0,15000.0
2021-07-24 17:00:00+00:00,15000.0,15000.0
2021-07-24 18:00:00+00:00,15000.0,15000.0
2021-07-24 19:00:00+00:00,15000.0,15000.0
2021-07-24 20:00:00+00:00,15000.0,15000.0
2021-07-24 21:00:00+00:00,15000.0,15000.0
2021-07-24 22:00:00+00:00,15000.0,15000.0
2021-07-24 23:00:00+00:00,15000.0,15000.0
2021-07-25 00:00:00+00:00,15000.0,15000.0
2021-07-25 01:00:00+00:00,15000.0,15000.0
2021-07-25 02:00:00+00:00,15000.0,15000.0
2021-07-25 03:00:00+00:00,15000.0,15000.0
2021-07-25 04:00:00+00:00,15000.0,15000.0
2021-07-25 05:00:00+00:00,15000.0,15000.0
2021-07-25 06:00:00+00:00,15000.0,15000.0
2021-07-25 07:00:00+00:00,15000.0,15000.0
2021-07-25 08:00:00+00:00,15000.0,15000.0
2021-07-25 09:00:00+00:00,15000.0,15000.0
2021-07-25 10:00:00+00:00,15000.0,15000.0
2021-07-25 11:00:00+00:00,15000.0,15000.0
2021-07-25 12:00:00+00:00,15000.0,15000.0
2021-07-25 13:00:00+00:00,15000.0,15000.0
2021-07-25 14:00:00+00:00,15000.0,15000.0
2021-07-25 15:00:00+00:00,15000.0,15000.0
2021-07-25 16:00:00+00:00,15000.0,15000.0
2021-07-25 17:00:00+00:00,15000.0,15000.0
2021-07-25 18:00:00+00:00,15000.0,15000.0
2021-07-25 19:00:00+00:00,15000.0,15000.0
2021-07-25 20:00:00+00:00,15000.0,15000.0
2021-07-25 21:00:00+00:00,15000.0,15000.0
2021-07-25 22:00:00+00:00,15000.0,15000.0
2021-07-25 23:00:00+00:00,15000.0,15000.0
2021-07-26 00:00:00+00:00,15000.0,15000.0
2021-07-26 01:00:00+00:00,15000.0,15000.0
2021-07-26 02:00:00+00:00,15000.0,15000.0
2021-07-26 03:00:00+00:00,15000.0,15000.0
2021-07-26 04:00:00+00:00,15000.0,15000.0
2021-07-26 05:00:00+00:00,15000.0,15000.0
2021-07-26 06:00:00+00:00,15000.0,15000.0
2021-07-26 07:00:00+00:00,15000.0,15000.0
2021-07-26 08:00:00+00:00,15000.0,15000.0
2021-07-26 09:00:00+00:00,15000.0,15000.0
2021-07-26 10:00:00+00:00,15000.0,15000.0
2021-07-26 11:00:00+00:00,15000.0,15000.0
2021-07-26 12:00:00+00:00,15000.0,15000.0
2021-07-26 13:00:00+00:00,15000.0,15000.0
2021-07-26 14:00:00+00:00,15000.0,15000.0
2021-07-26 15:00:00+00:00,15000.0,15000.0
2021-07-26 16:00:00+00:00,15000.0,15000.0
2021-07-26 17:00:00+00:00,15000.0,15000.0
2021-07-26 18:00:00+00:00,15000.0,15000.0
2021-07-26 19:00:00+00:00,15000.0,15000.0
2021-07-26 20:00:00+00:00,15000.0,15000.0
2021-07-26 21:00:00+00:00,15000.0,15000.0
2021-07-26 22:00:00+00:00,15000.0,15000.0
2021-07-26 23:00:00+00:00,15000.0,15000.0
2021-07-27 00:00:00+00:00,15000.0,15000.0
2021-07-27 01:00:00+00:00,15000.0,15000.0
2021-07-27 02:00:00+00:00,15000.0,15000.0
2021-07-27 03:00:00+00:00,15000.0,15000.0
2021-07-27 04:00:00+00:00,15000.0,15000.0
2021-07-27 05:00:00+00:00,15000.0,15000.0
2021-07-27 06:00:00+00:00,15000.0,15000.0
2021-07-27 07:00:00+00:00,15000.0,15000.0
2021-07-27 08:00:00+00:00,15000.0,15000.0
2021-07-27 09:00:00+00:00,15000.0,15000.0
2021-07-27 10:00:00+00:00,15000.0,15000.0
2021-07-27 11:00:00+00:00,15000.0,15000.0
2021-07-27 12:00:00+00:00,15000.0,15000.0
2021-07-27 13:00:00+00:00,15000.0,15000.0
2021-07-27 14:00:00+00:00,15000.0,15000.0
2021-07-27 15:00:00+00:00,15000.0,15000.0
2021-07-27 16:00:00+00:00,15000.0,15000.0
2021-07-27 17:00:00+00:00,15000.0,15000.0
2021-07-27 18:00:00+00:00,15000.0,15000.0
2021-07-27 19:00:00+00:00,15000.0,15000.0
2021-07-27 20:00:00+00:00,15000.0,15000.0
2021-07-27 21:00:00+00:00,15000.0,15000.0
2021-07-27 22:00:00+00:00,15000.0,15000.0
2021-07-27 23:00:00+00:00,15000.0,15000.0
2021-07-28 00:00:00+00:00,15000.0,15000.0
2021-07-28 01:00:00+00:00,15000.0,15000.0
2021-07-28 02:00:00+00:00,15000.0,15000.0
2021-07-28 03:00:00+00:00,15000.0,15000.0
2021-07-28 04:00:00+00:00,15000.0,15000.0
2021-07-28 05:00:00+00:00,15000.0,15000.0
2021-07-28 06:00:00+00:00,15000.0,15000.0
2021-07-28 07:00:00+00:00,15000.0,15000.0
2021-07-28 08:00:00+00:00,15000.0,15000.0
2021-07-28 09:00:00+00:00,15000.0,15000.0
2021-07-28 10:00:00+00:00,15000.0,15000.0
2021-07-28 11:00:00+00:00,15000.0,15000.0
2021-07-28 12:00:00+00:00,15000.0,15000.0
2021-07-28 13:00:00+00:00,15000.0,15000.0
2021-07-28 14:00:00+00:00,15000.0,15000.0
2021-07-28 15:00:00+00:00,15000.0,15000.0
2021-07-28 16:00:00+00:00,15000.0,15000.0
2021-07-28 17:00:00+00:00,15000.0,15000.0
2021-07-28 18:00:00+00:00,15000.0,15000.0
2021-07-28 19:00:00+00:00,15000.0,15000.0
2021-07-28 20:00:00+00:00,15000.0,15000.0
2021-07-28 21:00:00+00:00,15000.0,15000.0
2021-07-28 22:00:00+00:00,15000.0,15000.0
2021-07-28 23:00:00+00:00,15000.0,15000.0
2021-07-29 00:00:00+00:00,15000.0,15000.0
2021-07-29 01:00:00+00:00,15000.0,15000.0
2021-07-29 02:00:00+00:00,15000.0,15000.0
2021-07-29 03:00:00+00:00,15000.0,15000.0
2021-07-29 04:00:00+00:00,15000.0,15000.0
2021-07-29 05:00:00+00:00,15000.0,15000.0
2021-07-29 06:00:00+00:00,15000.0,15000.0
2021-07-29 07:00:00+00:00,15000.0,15000.0
2021-07-29 08:00:00+00:00,15000.0,15000.0
2021-07-29 09:00:00+00:00,15000.0,15000.0
2021-07-29 10:00:00+00:00,15000.0,15000.0
2021-07-29 11:00:00+00:00,15000.0,15000.0
2021-07-29 12:00:00+00:00,15000.0,15000.0
2021-07-29 13:00:00+00:00,15000.0,15000.0
2021-07-29 14:00:00+00:00,15000.0,15000.0
2021-07-29 15:00:00+00:00,15000.0,15000.0
2021-07-29 16:00:00+00:00,15000.0,15000.0
2021-07-29 17:00:00+00:00,15000.0,15000.0
2021-07-29 18:00:00+00:00,15000.0,15000.0
2021-07-29 19:00:00+00:00,15000.0,15000.0
2021-07-29 20:00:00+00:00,15000.0,15000.0
2021-07-29 21:00:00+00:00,15000.0,15000.0
2021-07-29 22:00:00+00:00,15000.0,15000.0
2021-07-29 23:00:00+00:00,15000.0,15000.0
2021-07-29 23:00:00+00:00,15000.0,15000.0
2021-07-30 00:00:00+00:00,15000.0,15000.0
2021-07-30 01:00:00+00:00,15000.0,15000.0
2021-07-30 01:00:00+00:00,15000.0,15000.0
2021-07-30 02:00:00+00:00,15000.0,15000.0
2021-07-30 03:00:00+00:00,15000.0,15000.0
2021-07-30 04:00:00+00:00,15000.0,15000.0
2021-07-30 05:00:00+00:00,15000.0,15000.0
2021-07-30 06:00:00+00:00,15000.0,15000.0
2021-07-30 07:00:00+00:00,15000.0,15000.0
2021-07-30 08:00:00+00:00,15000.0,15000.0
2021-07-30 08:00:00+00:00,47149.518772984935,31217.945428823667
2021-07-30 09:00:00+00:00,47114.9492445225,31217.945428823667
2021-07-30 10:00:00+00:00,47092.04629300173,31217.945428823667
2021-07-30 11:00:00+00:00,47182.80195378896,31217.945428823667
2021-07-30 12:00:00+00:00,47157.82891961261,31217.945428823667
2021-07-30 13:00:00+00:00,47102.068730221064,31217.945428823667
2021-07-30 14:00:00+00:00,47023.65263621004,31217.945428823667
2021-07-30 15:00:00+00:00,47000.70283096662,31217.945428823667
2021-07-30 16:00:00+00:00,47071.264537288545,31217.945428823667
2021-07-30 17:00:00+00:00,47022.212949095665,31217.945428823667
2021-07-30 18:00:00+00:00,46995.625591202304,31217.945428823667
2021-07-30 19:00:00+00:00,14034.748606101988,14034.748606101988
2021-07-30 20:00:00+00:00,14034.748606101988,14034.748606101988
2021-07-30 20:00:00+00:00,14034.748606101988,14034.748606101988
2021-07-30 21:00:00+00:00,14034.748606101988,14034.748606101988
2021-07-30 22:00:00+00:00,14034.748606101988,14034.748606101988
2021-07-30 23:00:00+00:00,14034.748606101988,14034.748606101988
2021-07-30 23:00:00+00:00,13868.747547921155,774.2029072636979
2021-07-31 00:00:00+00:00,13770.40658900949,774.2029072636979
2021-07-31 01:00:00+00:00,13794.913549073699,774.2029072636979
2021-07-31 02:00:00+00:00,13788.458964525478,774.2029072636979
2021-07-31 03:00:00+00:00,13745.478003825901,774.2029072636979
2021-07-31 04:00:00+00:00,13745.806623404244,774.2029072636979
2021-07-31 05:00:00+00:00,13701.970011727091,774.2029072636979
2021-07-31 06:00:00+00:00,13652.652273497946,774.2029072636979
2021-07-31 07:00:00+00:00,13656.701114717915,774.2029072636979
2021-07-31 08:00:00+00:00,13706.936507618662,774.2029072636979
2021-07-31 09:00:00+00:00,13689.780085481365,774.2029072636979
2021-07-31 10:00:00+00:00,13736.967996820682,774.2029072636979
2021-07-31 11:00:00+00:00,13672.94298236831,774.2029072636979
2021-07-31 12:00:00+00:00,13691.739402212621,774.2029072636979
2021-07-31 13:00:00+00:00,13609.72401593829,774.2029072636979
2021-07-31 14:00:00+00:00,13615.121437503347,774.2029072636979
2021-07-31 15:00:00+00:00,13661.552903775535,774.2029072636979
2021-07-31 16:00:00+00:00,13581.583639404094,774.2029072636979
2021-07-31 17:00:00+00:00,13545.333179691157,774.2029072636979
2021-07-31 18:00:00+00:00,13610.759477628542,774.2029072636979
2021-07-31 19:00:00+00:00,13588.791568834744,774.2029072636979
2021-07-31 20:00:00+00:00,13652.952991413975,774.2029072636979
2021-07-31 20:00:00+00:00,13652.952991413975,774.2029072636979
2021-07-31 21:00:00+00:00,13793.602170945025,774.2029072636979
2021-07-31 21:00:00+00:00,13793.602170945025,774.2029072636979
2021-07-31 22:00:00+00:00,13761.819077386739,774.2029072636979
2021-07-31 23:00:00+00:00,13638.422425718729,774.2029072636979
2021-08-01 00:00:00+00:00,13721.82979492397,774.2029072636979
2021-08-01 00:00:00+00:00,13721.82979492397,774.2029072636979
2021-08-01 01:00:00+00:00,13714.584663276903,774.2029072636979
2021-08-01 02:00:00+00:00,13744.436341766244,774.2029072636979
2021-08-01 02:00:00+00:00,13744.436341766244,774.2029072636979
2021-08-01 03:00:00+00:00,13940.225406395584,774.2029072636979
2021-08-01 03:00:00+00:00,13940.225406395584,774.2029072636979
2021-08-01 04:00:00+00:00,13818.121531748038,774.2029072636979
2021-08-01 05:00:00+00:00,13748.649492775385,774.2029072636979
2021-08-01 06:00:00+00:00,13715.17679855486,774.2029072636979
2021-08-01 07:00:00+00:00,13707.816960073846,774.2029072636979
2021-08-01 08:00:00+00:00,13725.93133928386,774.2029072636979
2021-08-01 09:00:00+00:00,13776.501552132355,774.2029072636979
2021-08-01 10:00:00+00:00,13645.788464569145,774.2029072636979
2021-08-01 11:00:00+00:00,13674.170655510046,774.2029072636979
2021-08-01 12:00:00+00:00,13662.371352536691,774.2029072636979
2021-08-01 13:00:00+00:00,13619.483397378153,774.2029072636979
2021-08-01 14:00:00+00:00,13592.043662586466,774.2029072636979
2021-08-01 15:00:00+00:00,13578.064929768057,774.2029072636979
2021-08-01 16:00:00+00:00,13569.319308725537,774.2029072636979
2021-08-01 17:00:00+00:00,13424.46838969835,13424.46838969835
2021-08-01 18:00:00+00:00,13424.46838969835,13424.46838969835
2021-08-01 19:00:00+00:00,13424.46838969835,13424.46838969835
2021-08-01 19:00:00+00:00,13186.783212237999,658.3349270263607
2021-08-01 20:00:00+00:00,13258.65271498641,658.3349270263607
2021-08-01 21:00:00+00:00,13177.775945161264,658.3349270263607
2021-08-01 22:00:00+00:00,12928.684925793077,658.3349270263607
2021-08-01 22:00:00+00:00,39633.21550269709,14120.269850866587
2021-08-01 23:00:00+00:00,39339.48860305597,25955.205090087693
2021-08-02 00:00:00+00:00,39456.36291714182,25955.205090087693
2021-08-02 00:00:00+00:00,92994.09931894693,52944.01868249647
2021-08-02 01:00:00+00:00,92744.72450536866,52944.01868249647
2021-08-02 02:00:00+00:00,92369.36015642091,52944.01868249647
2021-08-02 03:00:00+00:00,92448.0835473996,52944.01868249647
2021-08-02 04:00:00+00:00,92609.7412929643,52944.01868249647
2021-08-02 05:00:00+00:00,92495.77120949511,52944.01868249647
2021-08-02 06:00:00+00:00,37226.283008203274,23983.109979997254
2021-08-02 07:00:00+00:00,37278.74603068625,23983.109979997254
2021-08-02 08:00:00+00:00,37483.017959684665,23983.109979997254
2021-08-02 09:00:00+00:00,37447.26145675848,23983.109979997254
2021-08-02 10:00:00+00:00,37418.64402764982,23983.109979997254
2021-08-02 11:00:00+00:00,37473.42334335046,23983.109979997254
2021-08-02 12:00:00+00:00,37570.24236205456,23983.109979997254
2021-08-02 13:00:00+00:00,37462.558501703345,23983.109979997254
2021-08-02 14:00:00+00:00,37448.29733569014,23983.109979997254
2021-08-02 15:00:00+00:00,37421.235423141145,23983.109979997254
2021-08-02 16:00:00+00:00,37383.18300494349,23983.109979997254
2021-08-02 17:00:00+00:00,37422.91320737799,23983.109979997254
2021-08-02 18:00:00+00:00,37438.61781124679,23983.109979997254
2021-08-02 19:00:00+00:00,37603.56709673462,23983.109979997254
2021-08-02 20:00:00+00:00,37710.201492856715,23983.109979997254
2021-08-02 21:00:00+00:00,37590.32822435561,23983.109979997254
2021-08-02 22:00:00+00:00,37517.6978277868,23983.109979997254
2021-08-02 23:00:00+00:00,37610.50918373891,23983.109979997254
2021-08-03 00:00:00+00:00,37547.12358209459,23983.109979997254
2021-08-03 01:00:00+00:00,10693.859689145902,10693.859689145902
2021-08-03 02:00:00+00:00,10693.859689145902,10693.859689145902
2021-08-03 03:00:00+00:00,10693.859689145902,10693.859689145902
2021-08-03 03:00:00+00:00,31727.370522941208,21250.179522519826
2021-08-03 03:00:00+00:00,79611.62602171146,45330.38451165895
2021-08-03 04:00:00+00:00,80069.59603875427,45330.38451165895
2021-08-03 05:00:00+00:00,80305.37437153,45330.38451165895
2021-08-03 06:00:00+00:00,80359.5104929187,45330.38451165895
2021-08-03 07:00:00+00:00,80004.39622680508,45330.38451165895
2021-08-03 08:00:00+00:00,80109.62314304945,45330.38451165895
2021-08-03 09:00:00+00:00,79934.99872482245,45330.38451165895
2021-08-03 10:00:00+00:00,79786.23233290108,45330.38451165895
2021-08-03 11:00:00+00:00,80085.85930573953,45330.38451165895
2021-08-03 12:00:00+00:00,79985.32600018923,45330.38451165895
2021-08-03 13:00:00+00:00,79847.14236651738,45330.38451165895
2021-08-03 14:00:00+00:00,79905.64846326946,45330.38451165895
2021-08-03 15:00:00+00:00,80086.48034481677,45330.38451165895
2021-08-03 16:00:00+00:00,80002.52008630667,45330.38451165895
2021-08-03 17:00:00+00:00,80405.77805918225,45330.38451165895
2021-08-03 18:00:00+00:00,80188.89019037317,45330.38451165895
2021-08-03 19:00:00+00:00,80353.46129755434,45330.38451165895
2021-08-03 20:00:00+00:00,80230.88348432776,45330.38451165895
2021-08-03 21:00:00+00:00,80115.37792478834,45330.38451165895
2021-08-03 22:00:00+00:00,79893.01725794317,45330.38451165895
2021-08-03 23:00:00+00:00,79975.59159843164,45330.38451165895
2021-08-04 00:00:00+00:00,79841.1583792062,45330.38451165895
2021-08-04 01:00:00+00:00,79784.27230548549,45330.38451165895
2021-08-04 02:00:00+00:00,79966.60815570076,45330.38451165895
2021-08-04 03:00:00+00:00,80278.92842349992,45330.38451165895
2021-08-04 04:00:00+00:00,80161.59478541215,45330.38451165895
2021-08-04 05:00:00+00:00,80151.75033956765,45330.38451165895
2021-08-04 06:00:00+00:00,80296.6406373787,45330.38451165895
2021-08-04 07:00:00+00:00,80368.31560875339,45330.38451165895
2021-08-04 08:00:00+00:00,80415.26292584496,45330.38451165895
2021-08-04 09:00:00+00:00,80352.60351040542,45330.38451165895
2021-08-04 10:00:00+00:00,80088.07372536995,45330.38451165895
2021-08-04 11:00:00+00:00,80017.65093155154,45330.38451165895
2021-08-04 12:00:00+00:00,79023.6847409807,45330.38451165895
2021-08-04 13:00:00+00:00,78782.17117938751,45330.38451165895
2021-08-04 14:00:00+00:00,30071.82687397847,19724.303950769347
2021-08-04 14:00:00+00:00,30071.82687397847,19724.303950769347
2021-08-04 15:00:00+00:00,30020.64369971004,19724.303950769347
2021-08-04 15:00:00+00:00,30020.64369971004,19724.303950769347
2021-08-04 16:00:00+00:00,29969.911793684187,19724.303950769347
2021-08-04 16:00:00+00:00,29969.911793684187,19724.303950769347
2021-08-04 17:00:00+00:00,29999.23597454428,19724.303950769347
2021-08-04 18:00:00+00:00,29948.947081854116,19724.303950769347
2021-08-04 19:00:00+00:00,8725.194230369903,8725.194230369903
2021-08-04 20:00:00+00:00,8725.194230369903,8725.194230369903
2021-08-04 21:00:00+00:00,8725.194230369903,8725.194230369903
2021-08-04 22:00:00+00:00,8725.194230369903,8725.194230369903
2021-08-04 22:00:00+00:00,8624.137946935993,1030.2427872613025
2021-08-04 23:00:00+00:00,8613.645297273186,1030.2427872613025
2021-08-05 00:00:00+00:00,8558.9833239635,1030.2427872613025
2021-08-05 01:00:00+00:00,8517.096221198186,1030.2427872613025
2021-08-05 02:00:00+00:00,8540.391573367335,1030.2427872613025
2021-08-05 03:00:00+00:00,8578.604857152568,1030.2427872613025
2021-08-05 04:00:00+00:00,8529.342284465123,1030.2427872613025
2021-08-05 05:00:00+00:00,8562.211831552057,1030.2427872613025
2021-08-05 06:00:00+00:00,8501.565986418755,1030.2427872613025
2021-08-05 07:00:00+00:00,8491.657807957326,1030.2427872613025
2021-08-05 08:00:00+00:00,8265.916019329308,8265.916019329308
2021-08-05 09:00:00+00:00,8265.916019329308,8265.916019329308
2021-08-05 09:00:00+00:00,28709.377695866613,18540.03492959818
2021-08-05 10:00:00+00:00,28710.278495654922,18540.03492959818
2021-08-05 11:00:00+00:00,28715.003599999058,18540.03492959818
2021-08-05 12:00:00+00:00,28706.274031141435,18540.03492959818
2021-08-05 13:00:00+00:00,28708.575165146118,18540.03492959818
2021-08-05 14:00:00+00:00,7720.965125514858,7720.965125514858
2021-08-05 14:00:00+00:00,7585.823847421846,2742.2503451171433
2021-08-05 15:00:00+00:00,7503.2453651432015,2742.2503451171433
2021-08-05 16:00:00+00:00,7561.067578571366,2742.2503451171433
2021-08-05 17:00:00+00:00,7604.654505514674,2742.2503451171433
2021-08-05 17:00:00+00:00,7604.654505514674,2742.2503451171433
2021-08-05 18:00:00+00:00,7587.793292396692,2742.2503451171433
2021-08-05 18:00:00+00:00,7587.793292396692,2742.2503451171433
2021-08-05 19:00:00+00:00,7575.993898380727,2742.2503451171433
2021-08-05 20:00:00+00:00,7589.019876547693,2742.2503451171433
2021-08-05 21:00:00+00:00,7626.836675231364,2742.2503451171433
2021-08-05 22:00:00+00:00,7596.46576061926,2742.2503451171433
2021-08-05 23:00:00+00:00,7630.1881868552255,2742.2503451171433
2021-08-06 00:00:00+00:00,7543.187091299734,2742.2503451171433
2021-08-06 01:00:00+00:00,7595.601968963627,2742.2503451171433
2021-08-06 02:00:00+00:00,7534.013623916897,2742.2503451171433
2021-08-06 03:00:00+00:00,7513.4553825128005,2742.2503451171433
2021-08-06 04:00:00+00:00,7532.821591432122,2742.2503451171433
2021-08-06 05:00:00+00:00,7554.53731365477,2742.2503451171433
2021-08-06 06:00:00+00:00,7552.567868679924,2742.2503451171433
2021-08-06 07:00:00+00:00,7525.289328194991,2742.2503451171433
2021-08-06 08:00:00+00:00,7541.4767838215785,2742.2503451171433
2021-08-06 09:00:00+00:00,7511.624144202855,2742.2503451171433
2021-08-06 10:00:00+00:00,7509.602871728671,2742.2503451171433
2021-08-06 11:00:00+00:00,7470.628592226449,2742.2503451171433
2021-08-06 12:00:00+00:00,7531.094008120853,2742.2503451171433
2021-08-06 13:00:00+00:00,7542.3751271434385,2742.2503451171433
2021-08-06 14:00:00+00:00,7543.964503789805,2742.2503451171433
2021-08-06 15:00:00+00:00,7647.498571634138,2742.2503451171433
2021-08-06 15:00:00+00:00,7647.498571634138,2742.2503451171433
2021-08-06 16:00:00+00:00,7688.252261946966,2742.2503451171433
2021-08-06 16:00:00+00:00,7688.252261946966,2742.2503451171433
2021-08-06 17:00:00+00:00,7777.533767473333,2742.2503451171433
2021-08-06 18:00:00+00:00,7787.052751518424,2742.2503451171433
2021-08-06 19:00:00+00:00,7806.4016846046325,2742.2503451171433
2021-08-06 20:00:00+00:00,7778.069318299826,2742.2503451171433
2021-08-06 21:00:00+00:00,7716.239111589519,2742.2503451171433
2021-08-06 22:00:00+00:00,7738.594039637336,2742.2503451171433
2021-08-06 23:00:00+00:00,7740.114312951253,2742.2503451171433
2021-08-07 00:00:00+00:00,7787.03547568531,2742.2503451171433
2021-08-07 01:00:00+00:00,7778.725799958108,2742.2503451171433
2021-08-07 02:00:00+00:00,7802.445518821827,2742.2503451171433
2021-08-07 03:00:00+00:00,7817.406390297414,2742.2503451171433
2021-08-07 03:00:00+00:00,7817.406390297414,2742.2503451171433
2021-08-07 04:00:00+00:00,7854.808568986381,2742.2503451171433
2021-08-07 05:00:00+00:00,7872.86181458914,2742.2503451171433
2021-08-07 06:00:00+00:00,7858.177356443356,2742.2503451171433
2021-08-07 07:00:00+00:00,7853.478329836705,2742.2503451171433
