timestamp,open,high,low,close,volume
1779584400,76741.5,76833.35,76655.74,76790.99,143.60177045
1779588000,76791,76858.58,76600,76718.05,119.74521686
1779591600,76718.81,76909.8,76624.59,76638.49,118.93374725
1779595200,76641.95,76759.49,76628.72,76682.77,90.59625223
1779598800,76682.76,76771.5,76541.41,76714.49,66.14160349
1779602400,76714.49,76960.71,76614.38,76881.31,149.68952502
1779606000,76881.32,76925.78,76677.01,76710.29,120.38071736
1779609600,76710.3,76766.86,76619.5,76737.39,85.34044187
1779613200,76737.4,76947.7,76712.61,76931.99,119.10192058
1779616800,76931.99,77412.32,76820.17,77095.89,213.8804602
1779620400,77087.99,77256.34,77082.19,77219.29,119.52124272
1779624000,77219.28,77229.85,76935.95,77013.65,120.91513477
1779627600,77013.65,77026.47,76584.89,76721.22,179.00441227
1779631200,76721.22,76744.01,76100,76361.04,239.23634154
1779634800,76361.04,76444,76259.59,76278.72,106.33263535
1779638400,76278.72,76645.86,76278.72,76574.55,164.74977344
1779642000,76574.54,76696.36,76462.42,76591.26,161.23734385
1779645600,76591.25,76692.96,76492.32,76565.21,65.99985914
1779649200,76565.21,76690.28,76512.02,76677.77,74.7291083
1779652800,76677.77,76699,76500,76579.07,98.08498001
1779656400,76578.43,76650.51,76000,76045.5,291.50710312
1779660000,76045.5,76923.08,76033.73,76710,490.01681304
1779663600,76710,77132.46,76699.81,76975.99,207.85644309
1779667200,76975.99,77214.01,76975.99,77060.3,123.02435412
1779670800,77060.3,77159.53,76807.04,76850.99,172.03981323
1779674400,76850.98,77397.52,76850.98,77012.29,238.31229566
1779678000,77012.28,77075,76889.4,76933.1,87.73512224
1779681600,76933.1,77356.43,76899.39,77297.53,103.15247505
1779685200,77297.54,77406,77220.88,77316.27,105.7322492
1779688800,77316.27,77551.87,77129.75,77330.98,142.50058551
1779692400,77330.99,77431.49,77082.42,77315.8,84.40611143
1779696000,77315.8,77380.18,77184.54,77366.79,83.76450057
1779699600,77366.78,77617.56,77327.52,77517.01,132.43777846
1779703200,77517.01,77606.62,77407.01,77460.05,80.65414671
1779706800,77460.05,77460.05,77254.47,77284.13,75.8037205
1779710400,77284.13,77361.53,77204.36,77280.54,85.43174558
1779714000,77281.55,77377.5,77206.01,77257.53,166.63553372
1779717600,77257.53,77700,77218.38,77639.31,257.06546833
1779721200,77639.29,77834.55,77472.88,77549.95,272.5377513
1779724800,77549.96,77740.56,77436.02,77663.17,121.25404971
1779728400,77663.16,77740.38,77473.51,77490.01,153.44252108
1779732000,77490.01,77593.48,77465.79,77481.11,93.17603681
1779735600,77481.1,77485.72,77274.15,77369.05,185.37044758
1779739200,77369.05,77434.99,77134.78,77199.04,179.58638548
1779742800,77199.05,77323.99,77195.35,77297.26,108.23097628
1779746400,77297.26,77377.49,76965.02,77043.97,191.27124617
1779750000,77043.96,77300,76984.19,77249.07,91.81641247
1779753600,77249.07,77278,76485.01,76700.71,286.20614102
1779757200,76699.53,76803.14,76502.51,76667.46,186.385558
1779760800,76667.47,76730.98,76428,76586.05,199.75345321
1779764400,76586.06,76632.99,76385,76571.73,114.2108085
1779768000,76571.73,76734.4,76518,76660.84,177.65691959
1779771600,76660.84,76900,76618.26,76830,142.82535988
1779775200,76830,76969.55,76664.01,76817.55,124.92469385
1779778800,76817.55,76840.32,76512.45,76629.9,92.52281422
1779782400,76629.9,76766.96,76592,76637.97,58.22334858
1779786000,76637.96,76721.41,76556.83,76586.07,127.86873735
1779789600,76586.07,77543.46,76488.01,77343.72,328.28005143
1779793200,77343.81,77428.4,77077.79,77097.98,187.19288276
1779796800,77097.99,77155.5,76785.62,77047.92,344.56977574
1779800400,77047.92,77376.69,76578.34,77146.03,478.75778275
1779804000,77146.29,78015.46,76614.9,76804.55,1441.9066898
1779807600,76804.55,76913.99,76155,76397.69,1029.94652874
1779811200,76397.68,76604,76081.57,76450.03,650.98092281
1779814800,76450.03,76545.98,75728.94,75816.73,761.09466283
1779818400,75817.45,76151.04,75645.54,75709.43,778.31378851
1779822000,75709.44,75976,75667.2,75919.93,402.5505322
1779825600,75921,76071.68,75871.66,75999.18,191.61175169
1779829200,75999.18,76015.47,75742.01,75787.66,117.97553813
1779832800,75787.66,75901.86,75555,75631.15,273.93677801
1779836400,75631.14,75881.85,75631.14,75826.1,116.5493621
1779840000,75826.1,75984.15,75763.58,75970.77,121.66141967
1779843600,75971.02,75995.45,75710,75763.42,251.71589923
1779847200,75763.42,75788.11,75569.79,75751.67,197.01618629
1779850800,75751.67,75849.99,75479.04,75540.51,138.15042258
1779854400,75540.52,75589.47,75161.63,75445.73,205.69473317
1779858000,75445.73,75617.23,75445.73,75575.98,94.54344616
1779861600,75575.99,75781.5,75546.88,75713.98,76.50700733
1779865200,75713.98,75861.03,75631.98,75849.47,92.48730245
1779868800,75849.47,75955.41,75717.2,75758.75,67.7094451
1779872400,75758.75,75855.67,75583.55,75785.98,96.54071417
1779876000,75785.99,75919.99,75741.41,75773.89,99.09471227
1779879600,75773.89,75905.08,75616.96,75637.79,158.06454207
1779883200,75637.79,76033.66,75434.81,75553.33,260.99795194
1779886800,75553.32,75627.76,74705.76,74915.74,848.05899942
1779890400,74915.74,75100,74613.43,74885.94,683.08746865
1779894000,74885.94,75372,74828.89,75187.95,380.83359621
1779897600,75187.96,75263.57,74862.76,75163.73,355.72651712
1779901200,75166.66,75204.01,74535.04,74711.67,359.55664056
1779904800,74711.66,74889.6,74513.64,74884.01,281.64190943
1779908400,74884,74956.8,74799.74,74920.54,276.74248326
1779912000,74923.16,75279.92,74904,75141.03,248.65554768
1779915600,75141.03,75141.03,74215.58,74356.79,440.30640348
1779919200,74356.79,74650,74143.32,74307.82,384.392064
1779922800,74307.82,74451.74,74113.95,74315.98,266.01749761
1779926400,74316.71,74462.4,74236.77,74432.28,206.79554928
1779930000,74432.27,74459.17,74023.49,74215.36,230.39529549
1779933600,74215.38,74275,73997.24,74156.96,258.72783313
1779937200,74156.96,74250,72942.61,73130.01,799.5387663
1779940800,73130.01,73134.64,72618.58,73035.98,559.70710094
1779944400,73035.98,73043.65,72777.6,72857.98,251.52512284
1779948000,72856.56,73075.99,72631.45,73068.39,245.59184334
1779951600,73068.86,73368.77,73022.4,73356.11,164.15249614
1779955200,73356.12,73368.77,73074.18,73193.91,122.90052876
1779958800,73193.91,73435.7,73124.04,73412.25,131.2963073
1779962400,73412.26,73493.24,73221.97,73272.29,128.87393649
1779966000,73272.01,73405.89,73188,73375.62,193.21812726
1779969600,73375.62,73453.42,73123.15,73394.96,207.97151154
1779973200,73394.96,73446.16,72618.58,72880.04,810.91580826
1779976800,72880.04,73440.21,72445.11,72885.08,1266.56344934
1779980400,72885.08,73035.95,72548.07,72791.4,589.7622066
1779984000,72782.76,73319.98,72586.12,73319.56,551.83029428
1779987600,73319.57,73618.69,73185,73430.6,485.59983303
1779991200,73430.6,73639.25,73390.33,73536.01,305.24649079
1779994800,73536,73536,73266.01,73318.39,367.08284141
1779998400,73318.38,73619.75,73126.81,73477.34,231.02535509
1780002000,73477.33,73817.82,73450,73710.83,204.58459734
1780005600,73710.82,73842,73339.08,73361.7,165.55752391
1780009200,73361.7,73613.58,73361.7,73512.56,100.22332002
1780012800,73512.55,73756.32,73511.14,73621.99,192.26056264
1780016400,73621.99,73766.99,73353.74,73480.16,170.68724112
1780020000,73478.16,73537.17,73068.25,73116.68,193.57737119
1780023600,73116.69,73346.4,73116.69,73187.99,121.28585404
1780027200,73187.99,73402.45,73088.01,73386.77,217.14729075
1780030800,73386.76,73619.99,73383,73595.29,183.20262281
1780034400,73595.28,73836.83,73524.43,73685.96,138.66673537
1780038000,73679.48,73717.66,73269.08,73405.44,317.41784187
1780041600,73405.43,73725.96,73403.61,73548,226.53272946
1780045200,73548,73800.56,73536.42,73636,252.45463967
1780048800,73635.97,73638,73470.84,73522,192.87713401
1780052400,73522,73603.3,73225.01,73369.79,192.50846629
1780056000,73369.79,73369.79,73085.29,73179.33,302.72976018
1780059600,73179.34,73234.16,72782.97,73023.84,639.89473565
1780063200,73023.84,73083.47,72364.13,72964.15,889.8433571
1780066800,72964.15,74094.75,72870.15,73694.51,1068.80548989
1780070400,73694.51,74010.49,73435.24,73939.39,587.40493197
1780074000,73936.04,74224.84,73796.64,73864.41,735.29150405
1780077600,73866.93,73961.13,73065.93,73260.01,914.30506331
1780081200,73260,73627.79,73132,73404.1,507.51756103
1780084800,73404.1,73659.66,73392.21,73576.51,288.3097226
1780088400,73576.51,73744.16,73297.48,73307.21,286.60736415
1780092000,73307.21,73469.17,73265.5,73381.95,256.01637966
1780095600,73381.02,73415.65,73215,73366.77,181.82024815
1780099200,73366.77,73478.61,73303.35,73394.47,351.43109277
1780102800,73394.47,73568.96,73362,73559.38,175.54892441
1780106400,73559.38,73689,73508.67,73688.99,157.14061019
1780110000,73688.98,73702.26,73416.07,73426.56,164.90997766
1780113600,73426.56,73485.41,73107.24,73292.94,181.16954733
1780117200,73292.95,73537.77,73238,73504.38,206.2087074
1780120800,73504.38,73612.59,73419.52,73490.14,121.44284439
1780124400,73490.14,73500.73,73382,73450.02,112.42060613
1780128000,73450.01,73468,73392.04,73417.92,151.69324856
1780131600,73417.92,73516.34,73395.32,73514.25,97.42711429
1780135200,73514.01,73583.99,73488.25,73549.56,240.36389464
1780138800,73549.55,73551.35,73454.27,73495.4,162.88096492
1780142400,73495.4,73611.45,73480,73588.13,175.68714352
1780146000,73588.13,73735.16,73562.42,73716,155.34275499
1780149600,73716.83,73989.05,73706.82,73822.02,215.97162486
1780153200,73822.02,73930,73717.52,73811.8,178.26865699
1780156800,73811.8,73873.89,73761.99,73823.81,115.52325228
1780160400,73823.81,73919.63,73695.62,73910.78,165.78939876
1780164000,73910.79,74029.01,73830.42,73929.53,149.33621202
1780167600,73929.53,73966.34,73854.35,73904,144.70172241
1780171200,73904,73907.97,73788.15,73871.19,111.44315159
1780174800,73871.19,73945,73807.12,73869.07,151.40673689
1780178400,73871.64,73875,73668.25,73767.48,120.47978846
1780182000,73767.48,73885.99,73657.4,73770.69,208.43728259
1780185600,73770.69,73927.57,73739.77,73915,106.22235159
1780189200,73915,74156.59,73904.99,73941,157.74234643
1780192800,73941,74130,73750.3,73982.76,180.97147142
1780196400,73982.77,74112,73951.72,74032.06,94.55821843
1780200000,74032.06,74113.49,73986.02,74054,86.55673053
1780203600,74054,74100.72,73939.99,73947.01,75.06971287
1780207200,73947,73996.54,73877.67,73942.3,56.32043724
1780210800,73942.3,73942.3,73707.95,73752.83,113.66226562
1780214400,73752.83,73872.37,73735.05,73835.14,51.36527268
1780218000,73835.13,73918.79,73694,73733.38,88.34622707
1780221600,73733.38,73793.92,73603.75,73791.02,65.48718766
1780225200,73791.02,73871.78,73787.59,73818.71,80.41555829
1780228800,73818.71,73892.67,73759.01,73806.4,55.32302199
1780232400,73806.41,73909.56,73691.6,73762.82,103.18756109
1780236000,73762.82,73762.82,73394.72,73494.65,275.0547237
1780239600,73494.65,73679.5,73480.71,73542.76,152.07344427
1780243200,73542.76,73619.93,73288,73426.01,159.47751913
1780246800,73426.01,73637.77,73359.24,73612.54,123.99295348
1780250400,73612.54,73612.56,73471.29,73492.8,266.16148719
1780254000,73492.79,73545.77,73333.97,73442.49,163.82008458
1780257600,73445.29,73650,73445.29,73637.13,160.82075369
1780261200,73632.02,73809,73501.5,73782.14,290.78305763
1780264800,73782.14,73896.16,73571.91,73836.61,180.63754577
1780268400,73836.61,74092.08,73400,73575.17,230.82885698
1780272000,73575.18,73978.52,73541.95,73781.07,162.59085582
1780275600,73781.05,73809.92,73173.85,73188,182.07887744
1780279200,73187.99,73772.73,73112,73686.15,163.20694248
1780282800,73679.07,73914.01,73618.3,73661.74,140.56954588
1780286400,73661.74,73742,73236.82,73419.49,154.57090781
1780290000,73419.49,73433.69,73221.67,73249.74,121.73320153
1780293600,73255.77,73270.24,72859.47,73035.99,160.72469176
1780297200,73033.03,73103.32,72599.6,72701.95,178.72352197
1780300800,72701.95,72826.97,72512.01,72800.76,201.57217095
1780304400,72800.76,72999.98,72704.7,72791.36,213.33502872
1780308000,72795.45,72820,72500,72656.6,232.00912631
1780311600,72656.53,72678.88,72205.86,72388.76,265.00775886
1780315200,72388.76,72523.32,71817,72129.41,636.66054156
1780318800,72129.4,72149.86,71229.85,71582.01,1352.08576635
1780322400,71584.51,71767.7,71262.79,71429.86,1442.83539786
1780326000,71432.12,71554,70925.28,70992.1,1370.72164076
1780329600,70992.1,71485.41,70555,71445.06,1125.94099034
1780333200,71445.07,71707.56,71357.16,71535,514.56389972
1780336800,71533.78,71590,71264.03,71400,362.01340778
1780340400,71397.99,71577.22,71278.46,71488.84,601.08681252
1780344000,71488.84,71603.49,71315.42,71355.13,344.77940391
1780347600,71355.14,71357.15,70831.92,70932.41,391.41109705
1780351200,70932.4,71358.77,70733.39,71305.87,295.21339481
1780354800,71305.87,71490.88,71119.5,71314.42,222.42927999
1780358400,71314.43,71315.67,70993.11,71189.36,161.91338149
1780362000,71189.35,71275.58,70501.41,70548,248.59783387
1780365600,70551.13,70776.62,70011.01,70735.97,664.11327665
1780369200,70735.98,70935.89,70696.71,70839.51,254.25372062
1780372800,70839.5,70946.9,70602.45,70700.8,286.80485114
1780376400,70700.81,70732.81,70151.4,70159.03,309.72231126
1780380000,70159.03,70337.04,69845.4,70000,539.93343696
1780383600,70000,70170.22,69635,70009.25,314.70864823
1780387200,70009.16,70073.74,69581.07,69710.93,308.46211618
1780390800,69710.92,69742.28,69216.84,69319.4,353.66207964
1780394400,69319.4,69641.49,69239.33,69535.1,309.81722144
1780398000,69535.1,69550.24,69298.56,69349.99,209.34256998
1780401600,69350,69438.8,68875,68903.79,537.15044761
1780405200,68903.79,69072.62,68613.99,68678,1129.62435123
1780408800,68678.24,68708.01,67491.95,67875.41,1858.63616089
1780412400,67875.4,67948,66940,67158.38,1534.65314651
1780416000,67158.38,68002.86,67078.72,67296.18,1295.45322118
1780419600,67296.18,67711.53,67230,67356.4,663.91336951
1780423200,67356.4,67539.16,67005,67215.75,675.19262954
1780426800,67215.76,67388.07,66320.16,67213.59,1375.18135011
1780430400,67213.6,67577.01,66796.01,67484.99,556.14238875
1780434000,67485.08,67824.46,67299.02,67460,558.84693606
1780437600,67460,67462.21,66141.3,66291.94,693.71931477
1780441200,66295.32,66773.52,66100.01,66658.35,901.47829259
1780444800,66658.45,67106.04,66555.59,66834,946.18210144
1780448400,66832.83,66960.65,66373.85,66817.99,406.21877297
1780452000,66818,66839.49,66472.95,66519.98,344.29826337
1780455600,66519.97,66569.07,65353.08,65754.13,992.82879924
1780459200,65754.14,66527.2,65727.51,66377.98,530.00479232
1780462800,66376.44,67296.64,66373.07,67223.73,612.46046936
1780466400,67222.46,67416.5,66850.58,66879.08,383.7212293
1780470000,66882.96,67244.75,66762.6,67128.75,252.24561287
1780473600,67124.7,67161.59,66862.51,66927.65,283.22856537
1780477200,66927.65,67226.76,66546.37,66971.83,374.81352585
1780480800,66971.84,67375.49,66961.73,67194.35,299.38691744
1780484400,67194.34,67275.12,66942.73,66969.63,253.45263403
1780488000,66969.63,67061.35,66680.32,66984.64,410.86191009
1780491600,66984.64,67149.71,66518.51,66787,823.8444998
1780495200,66786.24,66879.93,66527.97,66748.71,998.32154901
1780498800,66752,66787.69,65963.4,65969.53,1341.80755321
1780502400,65970.62,66266.16,65440,65960.76,1042.13488265
1780506000,65962.38,66085.39,65600.06,65859.81,600.27835738
1780509600,65859.81,66068.01,65640.16,65939.52,486.27053407
1780513200,65939.52,65960.47,65158,65356.01,850.85455004
1780516800,65357.33,65509.94,64650.01,64909.01,1203.6618729
1780520400,64909,65766.83,64856.84,65672.75,761.01057298
1780524000,65672.75,65749.93,64675.01,64812.21,607.26084794
1780527600,64813,64885.99,63985.01,64040,984.88064233
1780531200,64039.99,64338.28,62920.75,63253.49,1531.83085557
1780534800,63254.52,63411.81,62022.92,62099.03,1525.30353375
1780538400,62099.03,63555,61309.25,63150,1928.95690527
1780542000,63150.75,64453.37,63138.94,64283.38,896.66781343
1780545600,64283.38,64695,64194.01,64328.01,711.19820628
1780549200,64328,64329.89,63570.64,63893.55,677.88200418
1780552800,63890,64422.51,63824.17,63966.5,405.71747877
1780556400,63969.21,64004.24,63427,63531.01,444.06588639
